Reaction	EC-Number	Object ID
131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + dioxygen  ->  131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + 2 H2O		RXN-5283
an [E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine + a [protein]-L-lysine  ->  an [E2 ubiquitin-conjugating enzyme]-L-cysteine + a [protein]-N6-monoubiquitinyl-L-lysine + H+	EC-2.3.2.31	RXN-19355
5 malonyl-CoA + 5 H+  ->  1,3,6,8-naphthalenetetrol + 5 CO2 + 5 coenzyme A + H2O	EC-2.3.1.233	RXN-9931
dGTP + 2 H2O  ->  dGMP + 2 phosphate + 2 H+	EC-3.6.1.5	RXN-14208
a 5,10-methylenetetrahydrofolate + NADP+  <-->  a 5,10-methenyltetrahydrofolate + NADPH	EC-1.5.1.5	METHYLENETHFDEHYDROG-NADP-RXN
galactitol + NADP+  <-->  D-galactopyranose + NADPH + H+	EC-1.1.1.21	RXN-12078
a [glutathione-S-transferase]-L-cysteine + glutathione + an oxidized electron carrier  ->  a [glutathione-S-transferase]-(glutathion-S-yl)-L-cysteine + a reduced two electron carrier		RXN-20697
(R)-4'-phosphopantothenate + L-cysteine + CTP  ->  (R)-4'-phosphopantothenoyl-L-cysteine + CMP + diphosphate + H+	EC-6.3.2.5	P-PANTOCYSLIG-RXN
15(S)-HETE + NADP+  ->  15-oxo-ETE + NADPH + H+	EC-1.1.1	RXN-23431
D-galactopyranose + NAD+  ->  D-galactono-1,4-lactone + NADH + H+	EC-1.1.1.48	GALACTODEHYDROG-RXN
(25R)-3-oxocholest-4-en-26-oate + ATP + coenzyme A  ->  (25R)-3-oxocholest-4-en-26-oyl-CoA + AMP + diphosphate	EC-6.2.1.42	RXN-17650
D-lysine + H+  ->  cadaverine + CO2	EC-4.1.1.116	RXN-20176
L-threonine + NAD+  ->  aminoacetone + CO2 + NADH	EC-1.1.1.103	RXN-14249
a chalcone  =  a flavanone	EC-5.5.1.6	CHALCONE-ISOMERASE-RXN
starch + H2O  ->  maltose + glucose	EC-3.2.1.1	3.2.1.1-RXN
ginsenoside C-O + H2O  ->  ginsenoside C-Y + D-glucopyranose		RXN-14609
a mycolipenoyl-CoA + a 2-(long-chain-fatty acyl)-trehalose  ->  a 2-(long-chain fatty acyl)-3-mycolipenoyl-trehalose + coenzyme A	EC-2.3.1.278	RXN-17177
a dihydrocarveol + NAD+  =  a dihydrocarvone + NADH + H+	EC-1.1.1.296	RXN-9389
3-[(5'-methylsulfanyl)pentyl]malate + NAD+  ->  8-(methylsulfanyl)-2-oxooctanoate + CO2 + NADH	EC-1.1.1.85	RXNQT-4171
S-adenosyl-L-methionine + a cytidine2498 in 23S rRNA  ->  a 2-O-methylcytidine2498 in 23S rRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.186	RXN-11589
adenosine 2',3'-cyclic monophosphate[periplasm] + H2O[periplasm]  ->  adenosine 3'-monophosphate[periplasm] + H+[periplasm]	EC-3.1.4.16	RXN-14113
2,4,6-trinitrotoluene + 2 NADPH + 2 H+  ->  4-hydroxylamino-2,6-dinitrotoluene + 2 NADP+ + H2O	EC-1.7.1	RXN1G01-60
6-deoxo-28-nortyphasterol + an oxidized electron carrier  <-  3-dehydro-6-deoxo-28-norteasterone + a reduced two electron carrier	EC-1.1.99.M2	RXN-22862
10beta,14beta-dihydroxytaxa-4(20),11-dien-5alpha-yl acetate  =  10-deacetyl-2-debenzoylbaccatin III		RXN-8863
L-cysteine + ATP + H+  ->  (L-cysteinyl)adenylate + diphosphate		RXN-11115
chrysoeriol + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  selgin + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.M29	RXN-19652
(D-Hiv-D-Val-L-Lac-L-Val)3-[thioesterase domain]  ->  valinomycin + TE domain		RXN-22840
dTDP-beta-D-fucofuranose + [beta-D-Fucf-(1->3)-beta-6DManHep-(1->3)]n-alpha-D-GlcNAc-PP-undecaprenol  ->  dTDP + alpha-D-Fucf-(1->3)-[beta-D-Fucf-(1->3)-beta-6DManHep-(1->3)]n-alpha-D-GlcNAc-PP-undecaprenol + H+	EC-2.4.1	RXN-22309
UDP-alpha-D-glucose + a 5-hydroxymethylcytosine in DNA  ->  UDP + a beta-glucosyl-hydroxymethylcytosine in DNA + H+	EC-2.4.1.27	2.4.1.27-RXN
cyanophycin + L-aspartate + ATP  ->  [cyanophycin]-L-aspartate + ADP + phosphate	EC-6.3.2.29	6.3.2.29-RXN
L-pentahomomethionine + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  ->  (E)-8-(methylsulfanyl)octanal oxime + CO2 + 2 an oxidized [NADPH-hemoprotein reductase] + 3 H2O	EC-1.14.14.42	RXNQT-4312
anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	EC-1.21.98.3	RXN-13852
benzoyl-CoA + pyrrothine  ->  benzoyl-pyrrothine + coenzyme A	EC-2.3.1	RXN-16658
4,4'-diapolycopene-4-al + 2 a reduced two electron carrier + 2 dioxygen  ->  4,4'-diapolycopen-4,4'-dial + 2 an oxidized electron carrier + 3 H2O	EC-1.14.99.44	RXN-18989
L-tryptophan + chloride + FADH2 + dioxygen  ->  6-chloro-L-tryptophan + FAD + 2 H2O	EC-1.14.19.59	RXN-19121
putrescine + cadaverine  ->  N-(4-aminobutyl)-cadaverine + ammonium	EC-2.5.1.44	RXN-21438
beta-D-ManNAc-(1->4)-alpha-D-GlcNAc-PP-Und + CDP-glycerol  ->  Gro-P-beta-D-ManNAc-(1->4)-alpha-D-GlcNAc-PP-Und + CMP + H+	EC-2.7.8.44	TEICHOICSYN3-RXN
(Z)-3-ureidoacrylate + H2O + H+  ->  (Z)-3-aminoacrylate + CO2 + ammonium	EC-3.5.1.110	RXN-12894
9-cis-beta-carotene + dioxygen  ->  9-cis-10'-apo-beta-carotenal + beta-ionone	EC-1.13.11.68	RXN-13642
S-adenosyl-L-methionine + N1-hydroxy-roquefortine C  ->  roquefortine F + S-adenosyl-L-homocysteine + H+	EC-2.1.1	RXN-16146
(2E,6E)-farnesyl diphosphate  ->  (+)-beta-barbatene + diphosphate	EC-4.2.3	RXN-8421
lactate oxidation	EC-1.1.5.M6	L-LACTDEHYDROGFMN-RXN
UDP-alpha-D-glucuronate + trans-3'-hydroxycotinine  ->  trans-3-hydroxycotinine-glucuronide + UDP + H+	EC-2.4.1.17	RXN66-162
rhodopin  ->  1'-hydroxy-gamma-carotene	EC-5.5.1.19	RXN-10644
D-xylulose 5-phosphate + CTP + H+  ->  CDP-D-xylulose + diphosphate	EC-2.7.7	RXN-13104
UDP-alpha-D-glucose + alpha-D-GalNAc-(1->3)-alpha-D-GlcNAc-PP-Und  ->  UDP + alpha-D-Glc-(1->4)-alpha-D-GalNAc-(1->3)-alpha-D-GlcNAc-PP-undecaprenol + H+	EC-2.4.1	RXN-21890
prenyl diphosphate + phlorisobutanophenone  ->  4-prenylphlorisobutyrophenone + diphosphate + H+	EC-2.5.1.136	RXN-7812
phosphonate + NAD+ + H2O  ->  NADH + phosphate + H+	EC-1.20.1.1	1.20.1.1-RXN
trithionate + a reduced two electron carrier  =  thiosulfate + sulfite + an oxidized electron carrier + H+		R186-RXN
an IM-2 type gamma-butyrolactone + NADP+  <-  an A-factor type gamma-butyrolactone + NADPH + H+	EC-1.1.1.eb	RXN-18656
iron(III)-enterobactin complex + 3 H2O + H+  ->  iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] complex + 2 N-(2,3-dihydroxybenzoyl)-L-serine	EC-3.1.1.108	RXN-20025
CMP-N-acetyl-beta-neuraminate + an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R  ->  an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-beta-D-glucosaminyl-R + CMP + H+	EC-2.4.3.10	RXN-21285
S-adenosyl-L-methionine + licodione  ->  2'-O-methyllicodione + S-adenosyl-L-homocysteine + H+	EC-2.1.1.65	LICODIONE-2-O-METHYLTRANSFERASE-RXN
(S)-2-amino-6-oxohexanoate + NAD(P)+ + H2O  ->  L-2-aminoadipate + NAD(P)H + 2 H+	EC-1.2.1.31	1.2.1.31-RXN
2-[(2'-methylsulfanyl)propyl]maleate + H2O  ->  3-[(3'-methylsulfanyl)propyl]malate		RXN-18185
S-adenosyl-L-methionine + a 5-(carboxymethoxy)uridine34 in tRNA  ->  S-adenosyl-L-homocysteine + a 5-(methoxycarbonylmethoxy)uridine34 in tRNA	EC-2.1.1.M28	RXN0-7167
2,2-dichloroacetate + H2O  ->  glyoxylate + 2 chloride + 2 H+		RXN-19609
7-carboxymellein + L-phenylalanine + ATP  ->  ochratoxin B + ADP + phosphate + H+	EC-6.3.1.M6	RXN-21100
kauralexin B3 + NADPH + dioxygen  ->  kauralexin B2 + NADP+ + H2O	EC-1.14.13	RXN-12601
malonyl-CoA + 5 (S)-methylmalonyl-CoA + 5 NADPH + 11 H+  ->  10-deoxymethynolide + 6 CO2 + 6 coenzyme A + 5 NADP+ + 2 H2O	EC-2.3.1.239	RXN-15103
alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP-alpha-D-mannose  ->  alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP + H+	EC-2.4.1.257	RXN-5463
3-oxopropanoate + coenzyme A + NAD(P)+  ->  acetyl-CoA + CO2 + NAD(P)H	EC-1.2.1.18	RXN-9958
L-glutamate + NADP+ + H2O  <-->  ammonium + 2-oxoglutarate + NADPH + H+	EC-1.4.1.4	GLUTDEHYD-RXN
3-(3-hydroxyphenyl)propanoate + NADH + H+ + dioxygen  ->  3-(2,3-dihydroxyphenyl)propanoate + NAD+ + H2O	EC-1.14.13.127	MHPHYDROXY-RXN
propionyl-coA synthase		RXN-8968
(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  glutinol	EC-5.4.99.49	RXN-12099
L-glutamate + GTP + oxidized factor 420-6  ->  GDP + oxidized factor 420-7 + phosphate + H+	EC-6.3.2.34	RXN-20714
prostaglandin F1alpha + NAD+  ->  15-dehydro-prostaglandin F1alpha + NADH + H+	EC-1.1.1.141	RXN-23451
sitosterol + NADP+  <-  isofucosterol + NADPH + H+	EC-1.3.1.M20	RXN-20132
UDP-alpha-D-glucose + gallate  ->  1-O-galloyl-beta-D-glucose + UDP	EC-2.4.1.136	GALLATE-1-BETA-GLUCOSYLTRANSFERASE-RXN
2-hydroxy-2-methyl-butanal + NAD+ + H2O  =  2-hydroxy-2-methylbutanoate + NADH + 2 H+	EC-1.2.1	RXN-17673
a [histone H3] N6,N6,N6-trimethyl-L-lysine-36 + 2 2-oxoglutarate + 2 dioxygen  ->  a [histone H3] N6-methyl-L-lysine-36 + 2 formaldehyde + 2 succinate + 2 CO2	EC-1.14.11.69	RXN-20643
4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] + a reduced two electron carrier + dioxygen  ->  2-(4-aminophenyl)-L-seryl-[CmlP-peptidyl-carrier-protein] + an oxidized electron carrier + H2O	EC-1.14.99.65	RXN-20196
(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol + 2 a reduced  adrenodoxin + dioxygen + 2 H+  ->  (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al + 2 an oxidized adrenodoxin + 2 H2O		CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN
(R)-synephrine  ->  (4-hydroxyphenyl)acetaldehyde + methylamine	EC-4.2.1.88	SYNEPHRINE-DEHYDRATASE-RXN
a capsular polysaccharide with 3-deoxy-D-manno-2-octulosonate + H2O  ->  a tetrasaccharide comprising two repeating units	EC-3.2.1.124	3.2.1.124-RXN
dihomocitrate  ->  (-)threo-iso(homo)2citrate	EC-4.2.1.114	RXN-22592
S-adenosyl-L-methionine + pilosin  ->  S-adenosyl-L-homocysteine + nevadensin + H+	EC-2.1.1	RXN-14635
S-adenosyl-L-methionine + cob(I)alamin  ->  methylcob(III)alamin + S-adenosyl-L-homocysteine	EC-2.1.1	RXN-17200
limonene + NADPH + H+ + dioxygen  ->  a limonene-1,2-epoxide + NADP+ + H2O	EC-1.14.13.107	RXN-9408
2,3,6-trichlorohydroquinone + chloride + glutathione disulfide  <-  2,3,5,6-tetrachlorohydroquinone + 2 glutathione	EC-1.21.4.5	TECH1REDHAL-RXN
O-citryl-ethanolamine + ATP + L-2,4-diaminobutanoate  ->  diaminobutyryl-citryl-ethanolamine + AMP + diphosphate + H+	EC-6.3.2	RXN-11610
glycerophosphoserine + H2O  ->  sn-glycerol 3-phosphate + L-serine + H+	EC-3.1.4.46	RXN-14136
gamma-butyrobetaine + acetyl-CoA  ->  gamma-butyrobetainyl-CoA + acetate	EC-2.3.1	RXN-22878
alliin  ->  allylsulfenate + 2-aminoprop-2-enoate	EC-4.4.1.4	RXN-8898
(24E)-24-ethylidenelophenol + 6 a ferrocytochrome b5 + 3 dioxygen + 5 H+  ->  (24E)-4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol + 6 a ferricytochrome b5 + 4 H2O	EC-1.14.18.11	RXN-22203
(S)-ureidoglycine + glyoxylate  <-->  N-carbamoyl-2-oxoglycine + glycine	EC-2.6.1.112	RXN-11141
NAD(P)H + phylloquinone + H+  ->  NAD(P)+ + phylloquinol	EC-1.6.5.2	RXN-19671
nitrate reductase (cytochrome c)	EC-1.7.2	R247-RXN
2 methylarsonous acid + dioxygen  ->  2 methylarsonate + 2 H+		RXN-22337
acetyl-CoA + 3 malonyl-CoA + 1,4,5-trihydroxy-Delta2,3-protoilludene + 3 H+  ->  melleolide F + 3 CO2 + 4 coenzyme A + H2O	EC-2.3.1	RXN-18834
GDP-alpha-D-mannose + a 1-phosphatidyl-1D-myo-inositol  ->  a 2-O-(alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol + GDP + H+	EC-2.4.1.345	2.4.1.57-RXN
a [histone H3] N6,N6-dimethyl-L-lysine-36 + 2 2-oxoglutarate + 2 dioxygen  ->  a [histone H3]-L-lysine-36 + 2 succinate + 2 formaldehyde + 2 CO2	EC-1.14.11.27	RXN-13186
acetaldehyde + coenzyme A + NAD+  <-->  acetyl-CoA + NADH + H+	EC-1.2.1.10	ACETALD-DEHYDROG-RXN
a nascent peptidoglycan with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide[periplasm]  ->  a mature peptidoglycan with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide[periplasm] + di-trans,octa-cis-undecaprenyl diphosphate[periplasm] + H+[periplasm]		RXN-16685
an (S-diacyl-sn-glyceryl)-L-cysteinyl-[apolipoprotein][periplasm] + a phosphatidylethanolamine[periplasm]  ->  an N-acyl-(S-diacyl-sn-glyceryl)-L-cysteinyl-[lipoprotein][periplasm] + a 1-lysophosphatidylethanolamine[periplasm] + H+[periplasm]	EC-2.3.1.269	RXN-19774
all-trans neurosporene + an electron-transfer quinone  ->  all-trans-lycopene + an electron-transfer quinol	EC-1.3.5.6	RXN-19141
echinenone + 2 a reduced two electron carrier + 2 dioxygen  ->  canthaxanthin + 2 an oxidized electron carrier + 3 H2O	EC-1.14.99.63	RXN-8185
thiamine triphosphate + H2O  ->  thiamine diphosphate + phosphate + H+	EC-3.6.1.28	THIAMIN-TRIPHOSPHATASE-RXN
L-firefly luciferin + ATP + coenzyme A  ->  L-firefly luciferyl-CoA + AMP + diphosphate	EC-6.2.1.52	RXN-18849
3,5-dioxodecanoyl-CoA  ->  triketide pyrone + coenzyme A + H+	EC-4.4.1	RXN-13664
GDP-6-deoxy-4-keto-D-arabino-heptose + NADPH + H+  ->  GDP-6-deoxy-D-altro-heptose + NADP+	EC-1.1.1	RXN-16162
fagopyritol B2 + a D-galactoside  ->  fagopyritol B3		RXN-8437
4alpha-methyl-5alpha-cholesta-8-en-3-ol + NADP+  <-  4alpha-methyl-5alpha-cholesta-8-en-3-one + NADPH + H+	EC-1.1.1.270	RXN66-19
ginsenoside Re + 2 H2O  ->  ginsenoside F1 + L-rhamnopyranose + D-glucopyranose	EC-3.2.1.194	RXN-14628
UDP-alpha-D-glucose + zeaxanthin  ->  zeaxanthin-beta-D-glucoside + UDP + H+	EC-2.4.1.276	RXN-10672
2'-deamino-2'-hydroxyneamine + UDP-alpha-D-kanosamine  ->  kanamycin A + UDP + H+	EC-2.4.1.301	RXN-13125
4&alpha;-methyl-cholesta-8-enol 4- monooxygenase	EC-1.14.18.9	RXN-13710
2 S-adenosyl-L-methionine + a bacteriochlorophyllide c + H2O  ->  a bacteriochlorophyllide e + 2 5'-deoxyadenosine + 2 L-methionine + 2 H+	EC-1.17.98.2	RXN-18413
dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucopyranose + beta-D-Ribf-(1->4)-beta-D-Gal-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol  ->  dTDP + beta-D-Qui3NAc-(1->3)-beta-D-Ribf-(1->4)-beta-D-Gal-(1->3)-alpha-D-GalNAc-PP-Und + H+	EC-2.4.1	RXN-21906
pelargonidin-3,5-di-O-beta-D-glucoside + (E)-caffeoyl-CoA  =  pelargonidin-3,5-diglucoside-5-O-caffeoylglucoside + coenzyme A	EC-2.3.1.153	RXN-7842
cis-1,2-dihydroxy-1,2-dihydrodibenzothiophene + NAD+  =  1,2-dihydroxydibenzothiophene + NADH + H+	EC-1.3.1.60	1.3.1.60-RXN
octan-1-ol + an oxidized electron carrier  <-->  1-octanal + a reduced two electron carrier	EC-1.1.99	R221-RXN
15-cis-4,4'-diapophytoene + 4 FAD + 4 H+  =  all-trans-4,4'-diapolycopene + 4 FADH2	EC-1.3.8.2	RXN-12224
an (S-diacyl-sn-glyceryl)-L-cysteinyl-[apolipoprotein]  =  an N-acyl-[lipoprotein]-(S-acylglyceryl)-L-cysteine + H+	EC-5.4.1.M2	RXN-18673
1-methyl-2-oxoimidazolidine-4-carboxylate + H2O  ->  (2S)-2-(carboxyamino)-3-(methylamino)propanoate + H+		RXN-21303
linoleoyl-CoA + H2O  ->  linoleate + coenzyme A + H+	EC-3.1.2	LINOLEOYL-RXN
(R)-lactate + a ubiquinone[inner membrane]  ->  pyruvate + a ubiquinol[inner membrane]	EC-1.1.5.12	DLACTDEHYDROGFAD-RXN
4-<i>O</i>-acetyl-UDP-<i>N</i>-acetylglucosamine 2-epimerase (hydrolyzing)	EC-3.2.1	RXN-15653
3-carboxy-9-(methylsulfanyl)-2-oxononanoate + H+  ->  9-(methylsulfanyl)-2-oxononanoate + CO2		RXN-18203
prenol + ATP  ->  prenyl phosphate + ADP + H+	EC-2.7.1	RXN0-7298
dATP + 2 H2O  ->  dAMP + 2 phosphate + 2 H+	EC-3.6.1.5	RXN-14195
2 S-adenosyl-L-methionine + squalene  ->  3,22-dimethyl-1,2,23,24-tetradehydro-2,3,22,23-tetrahydrosqualene + 2 S-adenosyl-L-homocysteine + 2 H+	EC-2.1.1.262	RXN-13752
<i>N,N'</i>-diacetylchitobiose synthase	EC-3.2.1.202	RXN-12623
2 ATP + microcin C precursor peptide (MccA) + H2O  ->  microcin C intermediate 4 + AMP + 2 diphosphate + H+		RXN-23328
(Z)-2-aminobutenoate  ->  2-iminobutanoate		RXN-15121
phosphocholine + H2O  ->  choline + phosphate	EC-3.1.3.75	RXN-5647
N-acetyl-beta-neuraminate + CTP  ->  CMP-N-acetyl-beta-neuraminate + diphosphate	EC-2.7.7.43	RXN-9990
S-adenosyl-L-methionine + myo-inositol  ->  S-adenosyl-L-homocysteine + L-bornesitol + H+	EC-2.1.1.39	MYO-INOSITOL-1-O-METHYLTRANSFERASE-RXN
3 an N-(2,3-dihydroxybenzoyl)-seryl-[EntF L-seryl-carrier protein]  ->  enterobactin + 3 a holo-[EntF L-seryl-carrier protein]		ENTG-RXN
5alpha-androstanedione + an oxidized electron carrier  ->  androstenedione + a reduced two electron carrier	EC-1.3.99.5	RXN-12124
3,5,6-trichloropyridine-2-ol + FADH2 + dioxygen  ->  3,6-dichloropyridine-2,5-dione + chloride + FAD + H2O + 2 H+	EC-1.14.14.172	RXN-20730
9(S)-HpOTre + 2 glutathione  ->  9-HOTrE + glutathione disulfide + H2O	EC-1.11.1.12	RXN-23469
GDP-alpha-D-mannose  ->  GDP-4-dehydro-alpha-D-rhamnose + H2O	EC-4.2.1.47	GDPMANDEHYDRA-RXN
5,10-dihydrophenazine-1-carboxylate + dioxygen  ->  phenazine-1-carboxylate + hydrogen peroxide		RXN-17694
linoleoyl-CoA + cholesterol  ->  cholesteryl linoleate + coenzyme A	EC-2.3.1.26	RXN-20223
n 3'-phosphoadenylyl-sulfate + chondroitin-[core protein]  ->  n adenosine 3',5'-bisphosphate + a [chondroitin-sulfate] containing 6-O-sulfo-N-acetylgalactosamine + H+	EC-2.8.2.17	CHONDROITIN-6-SULFOTRANSFERASE-RXN
a beta-D-galactofuranoside + H2O  ->  D-galactopyranose + a non galactosylated galactose acceptor	EC-3.2.1.146	3.2.1.146-RXN
2 S-adenosyl-L-methionine + a [protein]-L-arginine  ->  2 S-adenosyl-L-homocysteine + a [protein]-Nomega,Nomega-dimethyl-L-arginine + 2 H+	EC-2.1.1.319	RXN-17121
beta-oxo-L-tyrosine-S-[NovH protein] + NADPH + dioxygen + H+  ->  2'-hydroxy-beta-oxo-L-tyrosine-S-[NovH protein] + NADP+ + H2O	EC-1.14.13	RXN-14665
3-[(6'-methylsulfanyl)hexyl]malate + NAD+  ->  9-(methylsulfanyl)-2-oxononanoate + CO2 + NADH	EC-1.1.1.85	RXNQT-4174
D-glucopyranose + dioxygen  =  D-glucono-1,5-lactone + hydrogen peroxide	EC-1.1.3.5	RXN-17229
(3S)-3-isopropenyl-6-oxoheptanoate + ATP + coenzyme A  ->  (3S)-3-isopropenyl-6-oxoheptanoyl-CoA + ADP + phosphate	EC-6.2.1	RXN-9423
4alpha,14alpha-dimethyl-cholesta-8-enol + 3 a reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  4alpha-methyl-cholesta-8,14-dienol + formate + 3 an oxidized [NADPH-hemoprotein reductase] + 4 H2O + H+	EC-1.14.14.154	RXN-20438
geranylgeraniol + CTP  =  all-trans-geranyl-geranyl monophosphate + CDP + H+	EC-2.7.1	RXN-11629
4-methylquinoline + an oxidized electron carrier + H2O  =  4-methylquinolin-2(1H)-one + a reduced two electron carrier	EC-1.3.99.17	RXN-14155
N-acetyl-D-glucosamine 6-phosphate  <-->  N-acetyl-alpha-D-glucosamine 1-phosphate	EC-5.4.2.3	PHOSACETYLGLUCOSAMINEMUT-RXN
beta-D-galactosyl-N-hexadecanoylsphingosine + H2O  ->  N-hexadecanoylsphingosine + D-galactopyranose	EC-3.2.1.46 // EC-3.2.1.62	RXN-22896
geranylhydroquinone + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  3''-hydroxy-geranylhydroquinone + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.174	RXN-8922
menaquinol-13 + an oxidized electron carrier  =  menaquinone-13 + a reduced two electron carrier		RXN-11162
arabidiol + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  14-apo-arabidiol + an oxidized [NADPH-hemoprotein reductase] + (3E)-4,8-dimethylnona-1,3,7-triene + 2 H2O	EC-1.14.19	RXN-19692
(<i>S</i>)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	EC-1.2.1.25	2KETO-3METHYLVALERATE-RXN
(3-amino-4-hydroxyphenyl)arsonate + 3 NADP+ + 2 H2O  <-  roxarsone (V) + 3 NADPH + 4 H+	EC-1.7.1.M3	RXN-22367
2 S-adenosyl-L-methionine + glycine  ->  2 S-adenosyl-L-homocysteine + N,N-dimethylglycine + 2 H+	EC-2.1.1.156	RXN-13404
streptidine 6-phosphate + dTDP-L-dihydrostreptose  ->  O-1,4-alpha-L-dihydrostreptosyl-streptidine 6-phosphate + dTDP + H+	EC-2.4.2.27	2.4.2.27-RXN
hydroxynitrilase	EC-4.1.2.46	ACETONE-CYANHYDRIN-LYASE-RXN
2-epi-5-epi-valiolone 7-phosphate  =  5-epi-valiolone 7-phosphate	EC-5.1.3.35	RXN-16712
2 phytyl diphosphate + NADPH + H+  ->  (14E,18E)-lycopadiene + NADP+ + 2 diphosphate	EC-2.5.1.148	RXN-19165
20-hydroxy-leukotriene B4 + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  ->  20-carboxy-leukotriene B4 + 2 an oxidized [NADPH-hemoprotein reductase] + 3 H2O + H+	EC-1.14.14.94	RXN-23440
L-cysteate + H2O  ->  sulfite + pyruvate + ammonium + H+	EC-4.4.1.25	4.4.1.25-RXN
L-threonine  <-->  glycine + acetaldehyde	EC-4.1.2.48 // EC-4.1.2.5	THREONINE-ALDOLASE-RXN
a mercapturate + H2O  ->  an L-cysteine-S-conjugate + acetate	EC-3.5.1.14 // EC-3.5.1.114	RXN-13684
cytoglobosin D oxidase	EC-1.14.19	RXN-16183
2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + dioxygen  ->  bracteatin 6-O-glucoside + H2O	EC-1.21.3.6	RXN-8456
14-demethyllanosterol &Delta;<sup>14</sup> reductase	EC-1.3.1.70	RXN66-306
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA + dioxygen  ->  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-octa-2-enoyl)-CoA + hydrogen peroxide	EC-1.3.3.6	RXN-10696
(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin + 2 NADP+  <-  (6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin + 2 NADPH + 2 H+	EC-1.1.1.153	RXN-8853
UDP-alpha-D-glucose + 2'-deamino-2'-hydroxyneamine  ->  kanamycin D + UDP + H+	EC-2.4.1.301	RXN-13148
a [LarE]-L-cysteine + pyridin-1-ium-3,5-dicarboxylate mononucleotide + ATP  ->  a [LarE]-dehydroalanine + pyridin-1-ium-3-carboxylate-5-thiocarboxylate mononucleotide + AMP + diphosphate	EC-4.4.1.37	RXN-19046
dTDP-3-deoxy-3-formamido-alpha-D-fucose + beta-D-Man-(1->3)-beta-D-Glc-(1->3)-alpha-D-GlcNAc-PP-Und  ->  dTDP + alpha-D-Fuc3NFo-(1->3)-beta-D-Man-(1->3)-beta-D-Glc-(1->3)-alpha-D-GlcNAc-PP-undecaprenol + H+	EC-2.4.1	RXN-21923
all-trans-13,14-dihydroretinol + an oxidized electron carrier  <-  all-trans-retinol + a reduced two electron carrier	EC-1.3.99.23	1.3.99.23-RXN
2 L-ascorbate + hydrogen peroxide  ->  L-ascorbate + dehydroascorbate + 2 H2O	EC-1.11.1.11	RXN-12440
3-hydroxybenzoyl-CoA + a reduced two electron carrier + dioxygen  ->  gentisate + coenzyme A + an oxidized electron carrier + H+		R246-RXN
a deaminated amino group donor + glutathione  <-->  an aminated amino group donor + N-(4-oxoglutaryl)-L-cysteinylglycine	EC-2.6.1	RXN-18695
S-benzyl-L-cysteine + H2O  ->  benzyl thiol + pyruvate + ammonium	EC-4.4.1.13	RXN-19560
(2-methylsulfanyl)ethanol + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 H+  ->  ethene + methanethiol + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O	EC-1.18.98.M1	RXN-21320
