"EC","EC2","ec"
"RXNQT-4163","RXNQT-4163","2.3.3.17"
"RXN-15921","RXN-15921","3.1.1.M28"
"RXN-18402","RXN-18402","1.8.5.7"
"RXN-8154","RXN-8154","1.1.1"
"RXN1G-121","RXN1G-121","6.3.1.13"
"RXN-12843","RXN-12843","5.4.99.48"
"RXN-15374","RXN-15374","2.3.1"
"RXN-21533","RXN-21533","2.7.2"
"RXN-7282","RXN-7282","5.3.2.M1"
"1.1.1.230-RXN","1.1.1.230","1.1.1.230"
"PHENYLALANINE-DEHYDROGENASE-RXN","PHENYLALANINE-DEHYDROGENASE","1.4.1.20"
"RXN-21013","RXN-21013","1.14.13.M76"
"HEXOKINASE-RXN","HEXOKINASE","2.7.1.1"
"RXN0-5200","RXN0-5200","2.6.1"
"RXN-14856","RXN-14856","3.1.1"
"RXN-17448","RXN-17448","2.5.1.bl"
"RXN-4142","RXN-4142","1.2.1.3"
"RXN-9703","RXN-9703","1.14.18"
"RXN-11839","RXN-11839","5.4.99.25"
"RXN-14397","RXN-14397","1.14.11.49"
"RXN-20483","RXN-20483","1.1.1.24"
"RXN-23179","RXN-23179","3.2.1.M35"
"DHSHIKIMATE-DEHYDRO-RXN","DHSHIKIMATE-DEHYDRO","4.2.1.118"
"RXN-11387","RXN-11387","1.14.14"
"ARABINONATE-DEHYDRATASE-RXN","ARABINONATE-DEHYDRATASE","4.2.1.5"
"2.8.2.34-RXN","2.8.2.34","2.8.2.34"
"RXN-16949","RXN-16949","1.14.13.24"
"RXN-9156","RXN-9156","3.2.1.161"
"RXN-13911","RXN-13911","2.1.1"
"RXN-8651","RXN-8651","3.3.2.11"
"RXN-10915","RXN-10915","1.1.1.1"
"RXN-19374","RXN-19374","2.6.1"
"RXN-22101","RXN-22101","2.4.1"
"2.1.1.97-RXN","2.1.1.97","2.1.1.97"
"4-HYDROXYMANDELATE-OXY-RXN","4-HYDROXYMANDELATE-OXY","1.1.5"
"RXN-10066","RXN-10066","6.3.4.23"
"RXNQT-4319","RXNQT-4319","4.4.1.13"
"RXN-15939","RXN-15939","5.4.3"
"RXN-8180","RXN-8180","1.14.14"
"2.1.3.1-RXN","2.1.3.1","2.1.3.1"
"4-METHYLENEGLUTAMATE--AMMONIA-LIGASE-RXN","4-METHYLENEGLUTAMATE--AMMONIA-LIGASE","6.3.1.7"
"RXN-10075","RXN-10075","1.13.11"
"RXNQT-4322","RXNQT-4322","4.4.1.13"
"RXN-15943","RXN-15943","2.3.1.245"
"RXN-8183","RXN-8183","1.5.3.12"
"RXN-12865","RXN-12865","1.8.1"
"RXN-15398","RXN-15398","1.14.14.15"
"RXN-7481","RXN-7481","2.3.1.220"
"1.1.1.269-RXN","1.1.1.269","1.1.1.269"
"RXN-12374","RXN-12374","2.1.1.214"
"RXN-18426","RXN-18426","2.1.1.337"
"RXN-21041","RXN-21041","5.2.1.M1"
"HOMOGLUTATHIONE-SYNTHASE-RXN","HOMOGLUTATHIONE-SYNTHASE","6.3.2.23"
"RXN-17962","RXN-17962","2.3.1.280"
"RXN0-5285","RXN0-5285","5.1.2"
"RXN-14876","RXN-14876","5.5.1.23"
"RXN-4242","RXN-4242","1.3.1"
"RXN-11866","RXN-11866","2.1.1.200 // EC-2.1.1.205"
"RXN-14419","RXN-14419","2.5.1.109"
"RXN-20518","RXN-20518","3.1.4.54"
"RXN-23208","RXN-23208","2.3.1.M107"
"DIHYDLIPACETRANS-RXN","DIHYDLIPACETRANS","2.3.1.12"
"ARGSUCCINSYN-RXN","ARGSUCCINSYN","6.3.4.5"
"3-5-XYLENOL-METHYLHYDROXYLASE-RXN","3-5-XYLENOL-METHYLHYDROXYLASE","1.14.13"
"RXN-16972","RXN-16972","1.1"
"RXN-13931","RXN-13931","2.1.1"
"RXN-22637","RXN-22637","1.1.1.ey"
"RXN-8683","RXN-8683","1.23.1.3"
"RXN-10939","RXN-10939","3.1.3.57"
"RXN-13445","RXN-13445","1.3.1.93"
"RXN-19394","RXN-19394","1.14.13.8"
"RXN-22124","RXN-22124","2.4.99"
"2.3.1.130-RXN","2.3.1.130","2.3.1.130"
"4.1.1.77-RXN","4.1.1.77","4.1.1.77"
"RXN-10093","RXN-10093","1.3.1.119"
"RXNQT-4338","RXNQT-4338","1.14.13.237"
"RXN-15960","RXN-15960","1.14.14"
"RXN-8212","RXN-8212","6.3.5.M1"
"RXN1R65-45","RXN1R65-45","2.3.1"
"RXN-21587","RXN-21587","1.3.1"
"RXN-7570","RXN-7570","5.4.99.39"
"1.1.1.52-RXN","1.1.1.52","1.1.1.52"
"PHOSPHOMEVALONATE-KINASE-RXN","PHOSPHOMEVALONATE-KINASE","2.7.4.2"
"RXN-18445","RXN-18445","2.5.1.137"
"HYDROXYDOCOSANOATE-TRANS-RXN","HYDROXYDOCOSANOATE-TRANS","2.4.1.158"
"RXN-17980","RXN-17980","1.14.13.233"
"RXN0-5383","RXN0-5383","2.7.4.29"
"RXN-14901","RXN-14901","3.2.1.208"
"RXN-9751","RXN-9751","2.4.1"
"RXN-11892","RXN-11892","3.2.1.169"
"RXN-14436","RXN-14436","3.2.1"
"RXN-20535","RXN-20535","3.1.3.4"
"DIIODOTYROSINE-AMINOTRANSFERASE-RXN","DIIODOTYROSINE-AMINOTRANSFERASE","2.6.1.24"
"ARYLFORMAMIDASE-RXN","ARYLFORMAMIDASE","3.5.1.9"
"3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN","3-HYDROXYBUTYRYL-COA-DEHYDROGENASE","1.1.1.157"
"RXN-9192","RXN-9192","2.3.1.84"
"RXN-13947","RXN-13947","1.12.1.5"
"RXN-8701","RXN-8701","2.1.1.291"
"RXN-10959","RXN-10959","3.1.3.66"
"RXN-22145","RXN-22145","2.4.1"
"2.3.1.157-RXN","2.3.1.157","2.3.1.157"
"4.1.3.17-RXN","4.1.3.17","4.1.3.17"
"RXN-10109","RXN-10109","5.5.1.7"
"RXN-16473","RXN-16473","2.3.1.249"
"RXN-15978","RXN-15978","4.2.99"
"RXN-8234","RXN-8234","2.4.1.298"
"RXN2B4Q-47","RXN2B4Q-47","2.4.1"
"RXN-12914","RXN-12914","2.3.1"
"RXN-21729","RXN-21729","3.1.7.13"
"RXN-7596","RXN-7596","2.1.1.158"
"1.1.3.41-RXN","1.1.3.41","1.1.3.41"
"RXN-18466","RXN-18466","2.1.5.1"
"RXN-21081","RXN-21081","2.1.1.379"
"HYDROXYPYRUVATE-DECARBOXYLASE-RXN","HYDROXYPYRUVATE-DECARBOXYLASE","4.1.1.40"
"RXN-18010","RXN-18010","3.1.1.103"
"RXN0-5437","RXN0-5437","2.1.1"
"RXN-14925","RXN-14925","1.13.11.77"
"RXN-4465","RXN-4465","1.1.3"
"RXN-9773","RXN-9773","1.13.12.15"
"RXN-11912","RXN-11912","1.1.99"
"RXN-14453","RXN-14453","2.1.1.277"
"RXN-20553","RXN-20553","3.1.4.54"
"RXN-23256","RXN-23256","2.4.1.ew"
"DISCADENINE-SYNTHASE-RXN","DISCADENINE-SYNTHASE","2.5.1.24"
"RXN-11438","RXN-11438","4.4.1.M2"
"RXN-17511","RXN-17511","1.2.3.15"
"RXN-20010","RXN-20010","3.1.1.109"
"ASPARTATE-RACEMASE-RXN","ASPARTATE-RACEMASE","5.1.1.13"
"3-OXOADIPATE-ENOL-LACTONASE-RXN","3-OXOADIPATE-ENOL-LACTONASE","3.1.1.24"
"RXN-17010","RXN-17010","2.3.1.51"
"RXN-13964","RXN-13964","2.4.1.296"
"RXN-8717","RXN-8717","2.3.1"
"RXN-10976","RXN-10976","3.6.1.52"
"RXN-13485","RXN-13485","6.2.1"
"RXN-22166","RXN-22166","2.4.1"
"2.3.1.23-RXN","2.3.1.23","2.3.1.23"
"4.2.2.12-RXN","4.2.2.12","4.2.2.12"
"RXN-10128","RXN-10128","1.14.13.7"
"RXN-16489","RXN-16489","1.14.11"
"RXN-18975","RXN-18975","4.2.1.174"
"S-CARBOXYMETHYLCYSTEINE-SYNTHASE-RXN","S-CARBOXYMETHYLCYSTEINE-SYNTHASE","4.5.1.5"
"RXN-8265","RXN-8265","2.4.1"
"RXN2DNV-12","RXN2DNV-12","3.1.1.M25"
"RXN-12932","RXN-12932","1.1.1"
"RXN-7621","RXN-7621","1.14.14"
"1.13.11.15-RXN","1.13.11.15","1.13.11.15"
"PREPHENATEDEHYDROG-RXN","PREPHENATEDEHYDROG","1.3.1.12"
"RXN-12434","RXN-12434","3.1.1"
"IMP-DEHYDROG-RXN","IMP-DEHYDROG","1.1.1.205"
"RXN-18035","RXN-18035","2.7.8.M3"
"RXN0-6377","RXN0-6377","1.7.1.4"
"RXN-14942","RXN-14942","4.2.1.152"
"RXN-9806","RXN-9806","3.3.2"
"RXN-14473","RXN-14473","3.1.3.2"
"RXN-20569","RXN-20569","1.11.1.12"
"ARACHIDONATE-8-LIPOXYGENASE-RXN","ARACHIDONATE-8-LIPOXYGENASE","1.13.11.40"
"DTDPDEHYDRHAMEPIM-RXN","DTDPDEHYDRHAMEPIM","5.1.3.13"
"2.8.3.9-RXN","2.8.3.9","2.8.3.9"
"RXN-11455","RXN-11455","3.5.4.32"
"RXN-16955","RXN-16955","1.2.1.7"
"RXN-17530","RXN-17530","2.1.1.47"
"RXN-9162","RXN-9162","3.2.1"
"RXN-13917","RXN-13917","2.1.1"
"BADEL4OXRED-RXN","BADEL4OXRED","1.3.1.114"
"RXN-16430","RXN-16430","5.1.1.21"
"3.1.1.71-RXN","3.1.1.71","3.1.1.71"
"RXN-22623","RXN-22623","1.1.1.95"
"RXN-17042","RXN-17042","3.1.1"
"RXN-8666","RXN-8666","1.11.1.16"
"RXN-9228","RXN-9228","1.14.99.60"
"RXN-13981","RXN-13981","2.3.1"
"RXN-13426","RXN-13426","1.14.19.3"
"RXN-8736","RXN-8736","2.1.1"
"RXN-22107","RXN-22107","2.2.1"
"2.1.4.2-RXN","2.1.4.2","2.1.4.2"
"4-NITROPHENOL-2-MONOOXYGENASE-RXN","4-NITROPHENOL-2-MONOOXYGENASE","1.14.13.29"
"RXN-19512","RXN-19512","6.3.2"
"RXN-10079","RXN-10079","1.14.13.1"
"RXN-22187","RXN-22187","2.4.1"
"RXN-18924","RXN-18924","3.2.1.113"
"2.3.1.83-RXN","2.3.1.83","2.3.1.83"
"RXNQT-4325","RXNQT-4325","2.4.1.195"
"4.2.3.10-RXN","4.2.3.10","4.2.3.10"
"RXN-15946","RXN-15946","4.2.3.153"
"RXN-1025","RXN-1025","4.1.99.5"
"RXN-16507","RXN-16507","1.14.13"
"RXN1G-874","RXN1G-874","2.3.1.122"
"SEDOHEPTULOKINASE-RXN","SEDOHEPTULOKINASE","2.7.1.14"
"RXN-15403","RXN-15403","2.1.1.307"
"RXN-16032","RXN-16032","2.3.1.51"
"RXN-8285","RXN-8285","2.4.1"
"RXN2DNV-27","RXN2DNV-27","2.4.1.38"
"1.1.1.273-RXN","1.1.1.273","1.1.1.273"
"RXN-12955","RXN-12955","1.1.1.322"
"PHOSPHATIDYLINOSITOL-DEACYLASE-RXN","PHOSPHATIDYLINOSITOL-DEACYLASE","3.1.1.52"
"RXN-12378","RXN-12378","2.1.1.215"
"RXN-21769","RXN-21769","1.3.8.1"
"RXN-7648","RXN-7648","1.14.11.9"
"1.14.11.10-RXN","1.14.11.10","1.14.11.10"
"RXN-21044","RXN-21044","5.2.1.M1"
"PROPIONATE--COA-LIGASE-RXN","PROPIONATE--COA-LIGASE","6.2.1.17"
"HOMOSERKIN-RXN","HOMOSERKIN","2.7.1.39"
"RXN-12457","RXN-12457","1.3.1.89"
"RXN-17966","RXN-17966","1.1.3.49"
"RXN0-5292","RXN0-5292","3.1.3.89"
"ISOBUTYRALDOXIME-O-METHYLTRANSFERASE-RXN","ISOBUTYRALDOXIME-O-METHYLTRANSFERASE","2.1.1.91"
"RXN-4282","RXN-4282","1.3.1.72"
"RXN-9739","RXN-9739","1.8.1.M2"
"RXN-11869","RXN-11869","2.1.1.206"
"RXN-18052","RXN-18052","2.3.1.111"
"RXN0-6512","RXN0-6512","2.3.1.223"
"RXN-14421","RXN-14421","2.5.1.107"
"RXN-20521","RXN-20521","3.1.1.118"
"RXN-23211","RXN-23211","3.1.1"
"RXN-14975","RXN-14975","1.14.14.120"
"RXN-4723","RXN-4723","2.4.1.203"
"DIHYDRODIPICSYN-RXN","DIHYDRODIPICSYN","4.3.3.7"
"RXN-11411","RXN-11411","1.14.13"
"RXN-11970","RXN-11970","1.2.1.86"
"RXN-17468","RXN-17468","2.5.1.bl"
"RXN-19978","RXN-19978","1.3.1.M18"
"RXN-23304","RXN-23304","1.14.12"
"ARYL-ACYLAMIDASE-RXN","ARYL-ACYLAMIDASE","3.5.1.13"
"ENOYL-COA-HYDRAT-RXN","ENOYL-COA-HYDRAT","4.2.1.17"
"3-CYANOALANINE-HYDRATASE-RXN","3-CYANOALANINE-HYDRATASE","4.2.1.65"
"RXN-16975","RXN-16975","2.4.1.173"
"RXN-11484","RXN-11484","2.3.1.47"
"RXN-13934","RXN-13934","2.1.1"
"BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN","BETA-9-CYTOKININ-ALANINE-SYNTHASE","2.5.1.50"
"RXN-16455","RXN-16455","1.14.13"
"3.1.13.3-RXN","3.1.13.3","3.1.13.3"
"RXN-22640","RXN-22640","3.1.1.am"
"RXN-14491","RXN-14491","1.14.19.25"
"RXN-17063","RXN-17063","4.1.1.M3"
"RXN-10944","RXN-10944","3.1.3.62"
"RXN-9244","RXN-9244","2.3.1.224"
"RXN-1345","RXN-1345","4.2.1.M19 // EC-4.2.1.M17"
"RXN-13998","RXN-13998","2.1.1.268"
"RXN-19398","RXN-19398","2.4.1.313"
"RXN-22738","RXN-22738","5.3.1.4"
"RXN-22127","RXN-22127","2.4.1"
"RXN-8760","RXN-8760","2.1.1.151"
"2.3.1.133-RXN","2.3.1.133","2.3.1.133"
"4.1.1.82-RXN","4.1.1.82","4.1.1.82"
"RXN-19529","RXN-19529","2.1.1.349"
"RXN-10096","RXN-10096","1.13.11"
"RXN-22209","RXN-22209","2.4.99"
"2.4.1.114-RXN","2.4.1.114","2.4.1.114"
"4.3.1.20-RXN","4.3.1.20","4.3.1.20"
"RXN-15963","RXN-15963","1.14.14"
"RXN-10432","RXN-10432","6.3"
"RXN-8217","RXN-8217","1.14.99"
"RXN1UA-50","RXN1UA-50","1.3.1.113"
"RXN-19010","RXN-19010","2.4.1.86"
"SHIKIMATE-KINASE-RXN","SHIKIMATE-KINASE","2.7.1.71"
"RXN-15422","RXN-15422","2.5.1.124"
"RXN-13520","RXN-13520","2.4.1"
"RXN-7573","RXN-7573","1.14.13.114"
"1.1.1.8-RXN","1.1.1.8","1.1.1.8"
"RXN-8302","RXN-8302","1.14.19.23"
"RXN2DNV-9","RXN2DNV-9","2.7.8.43"
"PHOSPHORIBULOKINASE-RXN","PHOSPHORIBULOKINASE","2.7.1.19"
"RXN-12980","RXN-12980","4.2.3.108"
"RXN-18448","RXN-18448","6.2.1.1"
"RXN-21785","RXN-21785","2.3.1.16"
"HYDROXYLAMINE-REDUCTASE-NADH-RXN","HYDROXYLAMINE-REDUCTASE-NADH","1.7.1.10"
"RXN-7669","RXN-7669","2.4.1.18"
"RXN-17988","RXN-17988","1.3.98.4"
"1.14.13.10-RXN","1.14.13.10","1.14.13.10"
"RXN0-5391","RXN0-5391","5.3.3.8"
"PROTOPORGENOXI-RXN","PROTOPORGENOXI","1.3.3.4"
"RXN-12478","RXN-12478","2.1.1.225"
"RXN-14907","RXN-14907","2.6.1.77"
"RXN-9754","RXN-9754","2.1.1.373"
"ISOPIPERITENONE-DELTA-ISOMERASE-RXN","ISOPIPERITENONE-DELTA-ISOMERASE","5.3.3.11"
"RXN-11897","RXN-11897","2.1.1.327"
"RXN-15514","RXN-15514","1.3.1.107"
"RXN-14439","RXN-14439","2.4.1.299"
"RXN-18070","RXN-18070","4.1.99.M2"
"RXN-20539","RXN-20539","3.1.1.118"
"RXN0-6563","RXN0-6563","4.1.2.48"
"RXN-23238","RXN-23238","2.1.1"
"DIMETHYLALLYLCISTRANSFERASE-RXN","DIMETHYLALLYLCISTRANSFERASE","2.5.1.28"
"RXN-4762","RXN-4762","2.3.1.115"
"RXN-17493","RXN-17493","3.1.3.62"
"RXN-9847","RXN-9847","4.2.1.107"
"RXN-11995","RXN-11995","2.3.1"
"ASCORBATE-PHOSPHORYLATION-III-RXN","ASCORBATE-PHOSPHORYLATION-III","2.7.1"
"3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN","3-HYDROXYISOBUTYRYL-COA-HYDROLASE","3.1.2.4"
"RXN-23330","RXN-23330","4.1.1"
"ETHANOLAMINE-PHOSPHATE-PHOSPHO-LYASE-RXN","ETHANOLAMINE-PHOSPHATE-PHOSPHO-LYASE","4.2.3.2"
"RXN-11510","RXN-11510","1.4.98"
"RXN-13950","RXN-13950","2.3.1"
"RXN-17569","RXN-17569","1.14.13.M31"
"RXN-8704","RXN-8704","1"
"BIOCHANIN-A-REDUCTASE-RXN","BIOCHANIN-A-REDUCTASE","1.3.1.46"
"RXN-10962","RXN-10962","3.1.3"
"RXN-14513","RXN-14513","3.1.3"
"RXN-19417","RXN-19417","2.3.1"
"RXN-17080","RXN-17080","5.1.3"
"RXN-22149","RXN-22149","2.4.99"
"RXN-9288","RXN-9288","4.1.1"
"2.3.1.160-RXN","2.3.1.160","2.3.1.160"
"RXN-14016","RXN-14016","1.14.13"
"4.2.1.100-RXN","4.2.1.100","4.2.1.100"
"RXN-10113","RXN-10113","1.21.99.M3"
"RXN-8777","RXN-8777","4.2.1.141"
"RXN-16476","RXN-16476","2.1.1"
"RXN-11032","RXN-11032","1.1.1.304"
"RXN-22225","RXN-22225","2.4.1"
"2.4.1.141-RXN","2.4.1.141","2.4.1.141"
"RXN-8237","RXN-8237","1.2.1"
"5-ALPHA-HYDROXYSTEROID-DEHYDRATASE-RXN","5-ALPHA-HYDROXYSTEROID-DEHYDRATASE","4.2.1.62"
"RXN2B4Q-52","RXN2B4Q-52","2.4.1.182"
"RXN-10450","RXN-10450","1.14.13.228"
"RXN-16546","RXN-16546","1.3.1"
"RXN-15443","RXN-15443","2.4.1"
"RXN-21733","RXN-21733","2.1.1.380"
"SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN","SPHINGOMYELIN-PHOSPHODIESTERASE-D","3.1.4.41"
"RXN-7599","RXN-7599","2.1.1.160"
"RXN-13536","RXN-13536","1.1.1"
"1.1.99.25-RXN","1.1.99.25","1.1.5.8"
"POLYSACCHARIDE-O-METHYLTRANSFERASE-RXN","POLYSACCHARIDE-O-METHYLTRANSFERASE","2.1.1.18"
"RXN-16069","RXN-16069","1.14.19.46"
"RXN-12419","RXN-12419","2.4.1.168"
"RXN-8319","RXN-8319","1.14.19.43"
"RXN-18474","RXN-18474","1.1.1.407"
"RXN-13002","RXN-13002","5.5.1.22"
"RXN-21086","RXN-21086","1.14.13.M78"
"HYOSCYAMINE-6-DIOXYGENASE-RXN","HYOSCYAMINE-6-DIOXYGENASE","1.14.11.11"
"RXN-7693","RXN-7693","1.1.1.1"
"RXN-18016","RXN-18016","2.7.8.47"
"1.14.13.61-RXN","1.14.13.61","1.14.13.61"
"RXN0-5462","RXN0-5462","3.6.1.15 // EC-3.6.5.6 // EC-3.6.5.5 // EC-3.6.5.4 // EC-3.6.5.3 // EC-3.6.5.2 // EC-3.6.5.1 // EC-3.6.1"
"PUTRESCINE-N-METHYLTRANSFERASE-RXN","PUTRESCINE-N-METHYLTRANSFERASE","2.1.1.53"
"RXN-18560","RXN-18560","2.3.3.20"
"RXN-14928","RXN-14928","2.1.1.296"
"RXN-21187","RXN-21187","1.3.3.16"
"RXN-4502","RXN-4502","1.3.1.51"
"KETOACYLCOATHIOL-RXN","KETOACYLCOATHIOL","2.3.1.16"
"RXN-9779","RXN-9779","3.1.3.78"
"RXN-15536","RXN-15536","2.1.1"
"RXN-11915","RXN-11915","1.3.8"
"RXN-14458","RXN-14458","2.6.99.3"
"RXN0-6732","RXN0-6732","2.7.8.37"
"RXN-20556","RXN-20556","3.1.4.46"
"RXN-12496","RXN-12496","5.5.1.19"
"DMBPPRIBOSYLTRANS-RXN","DMBPPRIBOSYLTRANS","2.4.2.21"
"RXN-15015","RXN-15015","1.14.12"
"RXN-11440","RXN-11440","4.4.1.M2"
"RXN-17515","RXN-17515","2.4.1.341"
"RXN-9866","RXN-9866","1.14.13.20"
"RXN-20014","RXN-20014","3.1.1.107"
"ASPARTOACYLASE-RXN","ASPARTOACYLASE","3.5.1.15"
"3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN","3-PHOSPHOGLYCERATE-PHOSPHATASE","3.1.3.38"
"RXN-23349","RXN-23349","1.14.13"
"RXN-17029","RXN-17029","1.14.14"
"FATTY-ACYL-ETHYL-ESTER-SYNTHASE-RXN","FATTY-ACYL-ETHYL-ESTER-SYNTHASE","3.1.1.67"
"RXN-9211","RXN-9211","1.1.1"
"RXN-13967","RXN-13967","2.4.1.299"
"RXN-11530","RXN-11530","1.14.14.147"
"RXN-22703","RXN-22703","2.7.1.236"
"RXN-8720","RXN-8720","1.10.3"
"CAFFEATE-34-DIOXYGENASE-RXN","CAFFEATE-34-DIOXYGENASE","1.13.11.22"
"RXN-13488","RXN-13488","1.14.14.182"
"RXN-14529","RXN-14529","2.1.1"
"RXN-17099","RXN-17099","3.5.1.11"
"RXN-22169","RXN-22169","2.4.1"
"RXN-9310","RXN-9310","4.2.99.20"
"2.3.1.44-RXN","2.3.1.44","2.3.1.44"
"RXN-14041","RXN-14041","2.1.1.69"
"4.2.2.15-RXN","4.2.2.15","4.2.2.15"
"RXN-16492","RXN-16492","1.14.13"
"RXN-18978","RXN-18978","4.2.3.188"
"RXN-11056","RXN-11056","1.14.14.1"
"S-NORLAUDANOSOLINE-SYNTHASE-RXN","S-NORLAUDANOSOLINE-SYNTHASE","4.2.1.78"
"RXN-22248","RXN-22248","2.4.99.12"
"RXN-16016","RXN-16016","2.3.1"
"2.4.1.165-RXN","2.4.1.165","2.4.1.165"
"RXN-8268","RXN-8268","2.4.1"
"5.1.2.3-RXN","5.1.2.3","5.1.2.3"
"RXN2DNV-15","RXN2DNV-15","2.4.99"
"RXN-10471","RXN-10471","1.11.1.8"
"RXN-12939","RXN-12939","1.1.1.318"
"RXN-16563","RXN-16563","2.3.1"
"RXN-7626","RXN-7626","2.3.1"
"STERYL-SULFATASE-RXN","STERYL-SULFATASE","3.1.6.2"
"1.13.11.28-RXN","1.13.11.28","1.13.11.28"
"RXN-13557","RXN-13557","3.5.1"
"PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN","PROCOLLAGEN-GLUCOSYLTRANSFERASE","2.4.1.66"
"RXN-16085","RXN-16085","1.1.99"
"RXN-12439","RXN-12439","3.1.6"
"RXN-8340","RXN-8340","4.1.99.22"
"RXN-18493","RXN-18493","3.5.1.127"
"RXN-21132","RXN-21132","1.1.1.422"
"INDOLE-23-DIOXYGENASE-RXN","INDOLE-23-DIOXYGENASE","1.13.11.17"
"RXN-21831","RXN-21831","1.1.1.270"
"RXN-15463","RXN-15463","1.14.14"
"RXN-7738","RXN-7738","3.1.1.14"
"RXN-18038","RXN-18038","2.4.2"
"1.14.13.8-RXN","1.14.13.8","1.14.13.8"
"PYRIMSYN3-RXN","PYRIMSYN3","2.7.4.7"
"RXN-18577","RXN-18577","4.1.1.114"
"RXN-14945","RXN-14945","4.2.1.152"
"RXN-2121","RXN-2121","1.1.1"
"L-ARABINITOL-4-DEHYDROGENASE-RXN","L-ARABINITOL-4-DEHYDROGENASE","1.1.1.12"
"RXN-9817","RXN-9817","2.1.1"
"RXN-15552","RXN-15552","6.3.2"
"RXN-11934","RXN-11934","1.1.1"
"RXN-18110","RXN-18110","1.13.11.M5"
"RXN-20572","RXN-20572","1.13.11.31"
"RXN-23278","RXN-23278","1.14.11.M37"
"DTDPGLUCOSEPP-RXN","DTDPGLUCOSEPP","2.7.7.24"
"RXN-11458","RXN-11458","2.5.1"
"RXN-17533","RXN-17533","3.5.99"
"RXN-5062","RXN-5062","2.4.1"
"RXN-9882","RXN-9882","1.3.1.119"
"BAI3OXO-OXRED-RXN","BAI3OXO-OXRED","1.3.1.115"
"RXN-12035","RXN-12035","1.21.99.3"
"3.1.1.74-RXN","3.1.1.74","3.1.1.74"
"RXN-20651","RXN-20651","6.2.1.3"
"RXN-17046","RXN-17046","3.1.1"
"RXN-23378","RXN-23378","1.1.1.301"
"RXN-9231","RXN-9231","4.1.1.98"
"FORMALDEHYDE-DEHYDROGENASE-RXN","FORMALDEHYDE-DEHYDROGENASE","1.2.1.46"
"RXN-13984","RXN-13984","2.3.1"
"RXN-17606","RXN-17606","6.2.1.M4"
"RXN-20119","RXN-20119","1.3.1.72"
"RXN-8739","RXN-8739","1.14.13.167"
"CARNITINAMIDASE-RXN","CARNITINAMIDASE","3.5.1.73"
"RXN-11","RXN-11","2.3.1.216"
"3.1.3.68-RXN","3.1.3.68","3.1.3.68"
"RXN-14546","RXN-14546","2.1.3.12"
"RXN-19516","RXN-19516","6.3.2"
"RXN-17115","RXN-17115","1.1.1"
"RXN-22192","RXN-22192","2.4.1"
"RXN-9341","RXN-9341","2.1.1.M76"
"2.3.1.91-RXN","2.3.1.91","2.3.1.91"
"RXN-11543","RXN-11543","3.7.1.13"
"4.2.3.16-RXN","4.2.3.16","4.2.3.16"
"RXN-14065","RXN-14065","3.2.2.10"
"RXN-16510","RXN-16510","3.2.1"
"RXN-8813","RXN-8813","2.5.1.81"
"RXN-18997","RXN-18997","2.4.1.350"
"SEPIAPTERIN-DEAMINASE-RXN","SEPIAPTERIN-DEAMINASE","3.5.4.24"
"RXN-16036","RXN-16036","1.14.19.23"
"RXN-19595","RXN-19595","3.4.13.23"
"RXN-22265","RXN-22265","1.1.1.141"
"RXN-8288","RXN-8288","2.4.1"
"2.4.1.197-RXN","2.4.1.197","2.4.1.197"
"RXN2DNV-3","RXN2DNV-3","2.7.1.130"
"5.4.4.1-RXN","5.4.4.1","5.4.4.1"
"RXN-12958","RXN-12958","2.4.1.279"
"RXN-16588","RXN-16588","3.1.1"
"RXN-7653","RXN-7653","1.14.19.76"
"RXN-19066","RXN-19066","1.3.8.14"
"SUCCINATE--COA-LIGASE-GDP-FORMING-RXN","SUCCINATE--COA-LIGASE-GDP-FORMING","6.2.1.4"
"1.14.11.20-RXN","1.14.11.20","1.14.11.20"
"RXN-13592","RXN-13592","1.14.13"
"PROPIONYL-COA-CARBOXY-RXN","PROPIONYL-COA-CARBOXY","6.4.1.3"
"RXN-16100","RXN-16100","2.3.1"
"RXN-18510","RXN-18510","2.7.1.26"
"RXN-8361","RXN-8361","1.14.19.25"
"RXN-10602","RXN-10602","4.2.3"
"ISOCHORSYN-RXN","ISOCHORSYN","5.4.4.2"
"RXN-15492","RXN-15492","2.4.1"
"RXN-21849","RXN-21849","2.4.1.382"
"RXN-18055","RXN-18055","2.7.8.M1"
"RXN-7759","RXN-7759","2.4.1.236"
"1.14.99.15-RXN","1.14.99.15","1.14.99.15"
"QUERCETIN-3-O-METHYLTRANSFERASE-RXN","QUERCETIN-3-O-METHYLTRANSFERASE","2.1.1.76"
"RXN-14980","RXN-14980","3.2.1.188"
"RXN-18606","RXN-18606","2.4.1.358"
"RXN-4726","RXN-4726","2.4.1"
"RXN-21229","RXN-21229","1.2.1.104"
"L-LYSINE-LACTAMASE-RXN","L-LYSINE-LACTAMASE","3.5.2.11"
"RXN-11973","RXN-11973","2.5.1.92"
"RXN-23314","RXN-23314","1.1.1"
"RXN-18128","RXN-18128","1.14.19"
"RXN0-7010","RXN0-7010","1.8.5.7"
